DocId,Tweet,Processed,Score
4943,Smart move #MittRomney. Put a human face on the subject instead of canned lines from O. #DenverDebate #Debate2012 #CSPAN2012,smart move #mittromney put a human face on the subject instead of canned lines from o #denverdebate #debate2012 #cspan2012,23.088113000000003
4945,POTUS opening statement on jobs flat --  like convo speech --  and non-responsive #debates,potus opening statement on jobs flat like convo speech and nonresponsive #debates,27.815959000000003
4946,At least their ties are correct colors RT @ryan2uga: Seeing Obama on right and Romney on left just doesn't seem correct #PresidentialDebate,at least their ties are correct colors rt seeing obama on right and romney on left just doesn't seem correct #presidentialdebate,18.60888
4948,I'm sure this is the most romantic place you could imagine. Here with me. Zinger #1 from Romney. #debates,i'm sure this is the most romantic place you could imagine here with me zinger # from romney #debates,16.814572
4949,Obama started by wishing his wife a happy anniversary. Smart man. #Obama2012,obama started by wishing his wife a happy anniversary smart man #obama2012,25.689964999999997
4950,wow it kind of sucks that the obamas have to spend their 20th wedding anniversary with mitt romney,wow it kind of sucks that the obamas have to spend their 20th wedding anniversary with mitt romney,16.386411
4952,@dimplenyc: Watching the #debates! #obama2012 Oh good --  bc I'm watching the #Yankees. You'll have to fill me in.,watching the #debates #obama2012 oh good bc i'm watching the #yankees you'll have to fill me in,23.819357
4953,literally everywhere i go i see mitt romney on peoples bumpers ugh why must i live in a republican state http://t.co/2QcIAUAw,literally everywhere i go i see mitt romney on peoples bumpers ugh why must i live in a republican state,14.309298
4954,Alegeri SUA Barack Obama vs Mitt Romney: Barack Obama si Mitt Romney se infrunta joi dimineata la ora 4:00 (ora ... http://t.co/qtFzxERY,alegeri sua barack obama vs mitt romney barack obama si mitt romney se infrunta joi dimineata la ora ora,15.24026
4960,@MittRomney --  what did you tell that lady when she asked for help? Was she part of the 47%. #Debates,what did you tell that lady when she asked for help was she part of the #debates,13.935942
4961,Math and Science teachers are the way to our technological future! #CNNDebate  #Debates #ESSENCEDebate #Debate2012 #CNNPolitics #Obama2012,math and science teachers are the way to our technological future #cnndebate #debates #essencedebate #debate2012 #cnnpolitics #obama2012,27.079791
4962,Obama gave him respect by saying his name this guy keep saying the president . Smh,obama gave him respect by saying his name this guy keep saying the president smh,19.010250000000003
4964,Hi I'm mitt and I think rapists should have father rights to their rape babies @_vnasty: i wanna kick mitt romney in the balls --  bitch ass,hi i'm mitt and i think rapists should have father rights to their rape babies i wanna kick mitt romney in the balls bitch ass,9.809857
4965,Mitt's playing the empathy card. Teabaggers wondering when Romney rips Obama's face off --  as he promised in GOP debates. #debate2012 #p2,mitt's playing the empathy card teabaggers wondering when romney rips obama's face off as he promised in gop debates #debate2012 #p2,20.754466
4973,#Romney #Debate out of work since May --  can you help me? out of work since May of what year? Where's @TheRealRoseanne ? OMG! @splendora97,#romney #debate out of work since may can you help me out of work since may of what year where's omg,15.727163000000001
4974,Yes let us keep tution cost low and open more slots in community colleges #Obama,yes let us keep tution cost low and open more slots in community colleges #obama,21.581881
4975,Do you support eliminating borders? We are all world citizens and should be free to live where we choose. #debates,do you support eliminating borders we are all world citizens and should be free to live where we choose #debates,15.791622999999998
4977,#DenverDebate starts with #Economic segmnt. Most don't feel enough #planning for econ growth is happening in their community - APA,#denverdebate starts with #economic segmnt most don't feel enough #planning for econ growth is happening in their community apa,10.482004
4981,Obama wants more sluts in colleges. That's what he said --  right? #debates,obama wants more sluts in colleges that's what he said right #debates,16.547152
4983,#DenverDebate please answer the questions! Answer to trickle down and Obama is talking about oil? Whaaa?,#denverdebate please answer the questions answer to trickle down and obama is talking about oil whaaa,20.358558
4984,Everyone should turn off the stupid shit you're probably watching and watch the #PresidentialDebate !,everyone should turn off the stupid shit you're probably watching and watch the #presidentialdebate,17.245444
4985,Romney employs humor: Congratulations on your anniversary. Sure this is the most romantic place you can be - here with me. #DenverDebate,romney employs humor congratulations on your anniversary sure this is the most romantic place you can be here with me #denverdebate,18.753111
4987,Watching The Presidential Debate Between Obama & Mitt Ramen Noodles I mean Mitt Romney lol,watching the presidential debate between obama mitt ramen noodles i mean mitt romney lol,17.73824
4991,If Governor Romney was black I wouldn't vote for him .. race got nothing to do with my vote #Obama2012 #ihustleBOY,if governor romney was black i wouldn't vote for him race got nothing to do with my vote #obama2012 #ihustleboy,18.051382999999998
4992,Watching the debates during my college literature class --  because we decided it would be what @MargaretAtwood would do! #debates,watching the debates during my college literature class because we decided it would be what would do #debates,18.585497
4994,My top 5 domestic issues are #education #womensrights #health #environment #marriageequality. What answers do you want at the #debates?,my top domestic issues are #education #womensrights #health #environment #marriageequality what answers do you want at the #debates,14.834118
